"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Quantidade produzida (Toneladas)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Quijingue (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"79";"-";"-";"-";"-"
"Quixabeira (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Rafael Jambeiro (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Remanso (BA)";"-";"-";"-";"-";"18";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Retirolândia (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3600";"-";"-";"-";"-"
"Riachão das Neves (BA)";"-";"-";"-";"-";"23617";"-";"...";"120";"-";"-";"-";"...";"-";"-";"-";"370";"-";"-";"-";"50";"-";"36";"617";"-";"3925";"15";"580";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riachão do Jacuípe (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"277";"-";"-";"-";"-"
"Riacho de Santana (BA)";"-";"-";"-";"-";"68";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"183";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeira do Amparo (BA)";"-";"-";"-";"-";"680";"-";"...";"-";"-";"-";"-";"...";"-";"92";"-";"297";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17";"162";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeira do Pombal (BA)";"-";"-";"-";"-";"70";"-";"...";"-";"-";"-";"-";"...";"-";"398";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeirão do Largo (BA)";"-";"-";"-";"-";"1390";"-";"...";"13";"1124";"1124";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Contas (BA)";"-";"-";"-";"2";"738";"-";"...";"-";"151";"151";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"2059";"-";"-";"-";"8213";"7813";"-";"-";"-";"-";"-";"-";"-";"767";"-";"-";"-"
"Rio do Antônio (BA)";"-";"-";"-";"-";"42";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio do Pires (BA)";"-";"-";"-";"-";"21";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio Real (BA)";"-";"-";"-";"-";"121";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"6146";"-";"-";"-";"-";"-";"241443";"2517";"-";"3644";"-";"7530";"-";"-";"-";"-";"-";"-";"-";"607";"-";"-";"-"
"Rodelas (BA)";"-";"-";"-";"-";"388";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"75181";"-";"-";"-";"178";"-";"-";"-";"-";"1099";"812";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ruy Barbosa (BA)";"-";"-";"-";"-";"9";"-";"...";"-";"4";"4";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Salinas da Margarida (BA)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"6";"-";"10";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Salvador (BA)";"-";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Bárbara (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santa Brígida (BA)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"16";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz Cabrália (BA)";"40";"-";"14";"-";"2530";"15";"...";"225";"4719";"-";"4719";"...";"-";"-";"-";"6743";"-";"-";"-";"24";"-";"-";"495";"-";"3295";"-";"167";"-";"-";"-";"-";"-";"97";"-";"-";"-";"35";"-"
"Santa Cruz da Vitória (BA)";"-";"-";"-";"-";"-";"-";"...";"120";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Inês (BA)";"-";"-";"-";"-";"33";"-";"...";"-";"19";"19";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santaluz (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10368";"-";"-";"-";"-"
"Santa Luzia (BA)";"-";"-";"-";"-";"448";"90";"...";"1243";"927";"-";"927";"...";"-";"-";"-";"680";"-";"-";"-";"69";"-";"-";"-";"-";"120";"-";"41";"-";"-";"39";"-";"-";"28";"-";"-";"-";"-";"-"
"Santa Maria da Vitória (BA)";"-";"-";"-";"-";"318";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15500";"776";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana (BA)";"-";"-";"-";"-";"1092";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santanópolis (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santa Rita de Cássia (BA)";"-";"-";"-";"-";"34";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Terezinha (BA)";"-";"-";"-";"-";"49";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15"
"Santo Amaro (BA)";"-";"-";"-";"-";"2642";"-";"...";"73";"-";"-";"-";"...";"-";"3";"-";"271";"66";"-";"-";"-";"-";"181";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio de Jesus (BA)";"6";"-";"-";"-";"330";"-";"...";"238";"-";"-";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"7778";"6";"-";"10";"-";"82";"-";"-";"-";"-";"-";"-";"-";"1275";"-";"-";"-"
"Santo Estêvão (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São Desidério (BA)";"-";"-";"-";"-";"73";"-";"...";"-";"4293";"4293";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3397";"238";"-";"-";"32";"129";"-";"-";"-";"-";"-";"-";"-";"17";"-";"-";"-"
"São Domingos (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2160";"-";"-";"-";"-"
"São Félix (BA)";"-";"-";"-";"-";"260";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"250";"300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Félix do Coribe (BA)";"-";"-";"-";"-";"3430";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"358";"-";"-";"-";"-";"-";"750";"285";"-";"7000";"3204";"198";"-";"-";"-";"-";"-";"-";"-";"1628";"-";"-";"-"
"São Felipe (BA)";"-";"-";"-";"-";"533";"-";"...";"6";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1428";"201";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco do Conde (BA)";"-";"-";"-";"-";"274";"-";"...";"126";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gabriel (BA)";"-";"-";"-";"-";"46";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo dos Campos (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São José da Vitória (BA)";"-";"-";"-";"-";"820";"120";"...";"478";"17";"-";"17";"...";"-";"-";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"18";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Jacuípe (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São Miguel das Matas (BA)";"-";"-";"-";"-";"696";"-";"...";"1706";"-";"-";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"3941";"-";"-";"15";"-";"211";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Sebastião do Passé (BA)";"-";"-";"-";"-";"54";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"39";"-";"-";"-";"-";"-";"104";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sapeaçu (BA)";"-";"-";"-";"-";"11";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7898";"9761";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sátiro Dias (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"40";"-";"122";"-";"-";"-";"224";"-";"2042";"16421";"-";"4790";"-";"2109";"-";"-";"-";"-";"-";"-";"-";"41";"-";"-";"-"
"Saubara (BA)";"-";"-";"-";"-";"21";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Saúde (BA)";"-";"-";"-";"-";"333";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Seabra (BA)";"15";"-";"-";"-";"979";"-";"...";"-";"424";"424";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"31";"-";"149";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-"
"Sebastião Laranjeiras (BA)";"-";"-";"-";"-";"661";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"481";"-";"-";"-";"71";"-";"33";"-";"-";"850";"3080";"98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Senhor do Bonfim (BA)";"-";"-";"-";"-";"285";"-";"...";"-";"2";"2";"-";"...";"-";"-";"-";"9";"-";"-";"-";"-";"-";"27";"-";"-";"15";"26";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serra do Ramalho (BA)";"-";"-";"-";"-";"16305";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"17787";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sento Sé (BA)";"-";"-";"-";"-";"1772";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"299";"-";"-";"-";"160";"-";"-";"35";"-";"275";"36500";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"300"
"Serra Dourada (BA)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serra Preta (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Serrinha (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"55";"-";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serrolândia (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Simões Filho (BA)";"-";"-";"-";"-";"87";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sítio do Mato (BA)";"-";"-";"-";"-";"56";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"16";"-";"-";"-";"32";"-";"-";"-";"-";"251";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sítio do Quinto (BA)";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sobradinho (BA)";"-";"-";"-";"-";"500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"900";"-";"-";"-";"1230";"-";"-";"642";"-";"67";"8731";"236";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1720"
"Souto Soares (BA)";"-";"-";"-";"-";"31";"-";"...";"-";"71";"71";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152";"20";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"225";"-";"-";"-";"-"
"Tabocas do Brejo Velho (BA)";"-";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanhaçu (BA)";"-";"-";"-";"-";"380";"-";"...";"-";"165";"165";"-";"...";"-";"-";"-";"832";"-";"-";"-";"1200";"-";"200";"4000";"-";"-";"6000";"21000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanque Novo (BA)";"-";"-";"-";"-";"13";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"9";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanquinho (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Taperoá (BA)";"-";"-";"13";"-";"6688";"-";"...";"821";"83";"-";"83";"...";"-";"-";"-";"34";"4488";"-";"-";"-";"302";"23";"-";"-";"23";"-";"26";"-";"-";"133";"-";"-";"67";"-";"-";"-";"129";"-"
"Tapiramutá (BA)";"-";"-";"-";"-";"559";"-";"...";"-";"204";"204";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"363";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teixeira de Freitas (BA)";"5";"-";"-";"-";"2619";"32";"...";"28";"7667";"-";"7667";"...";"-";"-";"-";"155";"-";"-";"-";"13";"-";"32";"-";"-";"2875";"-";"209";"-";"-";"-";"-";"-";"145";"-";"-";"-";"268";"-"
"Teodoro Sampaio (BA)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teofilândia (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2580";"-";"-";"-";"-"
"Teolândia (BA)";"-";"-";"-";"-";"47736";"-";"...";"4856";"7";"-";"7";"...";"-";"22";"-";"87";"-";"-";"-";"-";"52";"30";"-";"-";"-";"12";"84";"-";"-";"44";"-";"-";"26";"-";"-";"-";"8";"-"
"Terra Nova (BA)";"-";"-";"-";"-";"17";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tremedal (BA)";"-";"-";"-";"-";"15";"-";"...";"-";"8";"8";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-"
"Tucano (BA)";"-";"-";"-";"-";"276";"-";"...";"-";"-";"-";"-";"...";"-";"181";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"144";"135";"-";"-";"-";"-";"-";"-";"1200";"-";"-";"-";"-"
"Uauá (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-"
"Ubaíra (BA)";"16";"-";"2";"-";"6667";"-";"...";"1138";"25";"25";"-";"...";"-";"-";"-";"20";"-";"-";"-";"-";"8";"16";"-";"-";"12";"18";"263";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-"
"Ubaitaba (BA)";"2";"-";"51";"-";"2673";"-";"...";"381";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-"
"Ubatã (BA)";"5";"-";"-";"-";"727";"-";"...";"1387";"4";"-";"4";"...";"-";"-";"-";"15";"-";"-";"-";"13";"-";"-";"-";"-";"21";"-";"11";"-";"-";"-";"-";"-";"2";"-";"7";"-";"5";"-"
"Uibaí (BA)";"-";"-";"-";"-";"550";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"21";"-";"-";"-";"-";"-";"25";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Umburanas (BA)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1184";"-";"-";"-";"-"
"Una (BA)";"4";"-";"885";"-";"3445";"8112";"...";"3345";"1338";"-";"1338";"...";"-";"-";"-";"5974";"133";"-";"-";"-";"37";"141";"-";"-";"1188";"-";"277";"-";"-";"1401";"-";"-";"142";"-";"-";"-";"-";"-"
"Urandi (BA)";"-";"-";"-";"-";"54";"-";"...";"-";"3";"3";"-";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"14";"18";"-";"-";"230";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uruçuca (BA)";"4";"-";"233";"-";"1374";"375";"...";"4597";"111";"-";"111";"...";"-";"-";"-";"373";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"1149";"-";"-";"5";"-";"-";"-";"-";"-"
"Utinga (BA)";"-";"-";"-";"-";"7326";"-";"...";"26";"140";"140";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"49";"-";"6741";"-";"469";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-"
"Valença (BA)";"6";"-";"202";"-";"21467";"389";"...";"3329";"177";"-";"177";"...";"-";"15";"-";"3548";"6744";"-";"-";"17";"289";"650";"65";"-";"246";"14";"339";"-";"-";"-";"-";"-";"42";"-";"23";"-";"527";"-"
"Valente (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3427";"-";"-";"-";"-"
"Várzea da Roça (BA)";"-";"-";"-";"-";"151";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1869";"-";"-";"-";"-";"-";"122";"98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Várzea do Poço (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Várzea Nova (BA)";"-";"-";"-";"-";"313";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"337";"-";"-";"-";"-";"-";"-";"6600";"-";"-";"-";"-"
"Varzedo (BA)";"-";"-";"-";"-";"458";"-";"...";"457";"-";"-";"-";"...";"-";"-";"-";"21";"-";"-";"-";"-";"-";"4103";"-";"-";"21";"8";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Vera Cruz (BA)";"-";"-";"-";"-";"520";"-";"...";"-";"-";"-";"-";"...";"-";"3";"-";"264";"10";"-";"-";"-";"-";"11";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Vereda (BA)";"-";"-";"-";"-";"685";"-";"...";"21";"681";"-";"681";"...";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"1147";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"Vitória da Conquista (BA)";"-";"-";"-";"-";"307";"-";"...";"-";"3344";"3344";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"125";"-";"-";"11";"-";"326";"-";"-";"-";"-";"-";"-";"-";"108";"-";"8";"-"
"Wagner (BA)";"-";"-";"-";"-";"12410";"-";"...";"-";"28";"28";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6722";"31";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Wanderley (BA)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Wenceslau Guimarães (BA)";"-";"-";"-";"-";"50611";"323";"...";"8505";"184";"-";"184";"...";"-";"8";"-";"173";"94";"-";"-";"107";"35";"125";"51";"-";"555";"18";"702";"-";"-";"66";"-";"-";"90";"-";"8";"-";"12";"-"
"Xique-Xique (BA)";"-";"-";"-";"-";"186";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"433";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Abadia dos Dourados (MG)";"20";"-";"-";"-";"77";"-";"...";"-";"585";"585";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Abaeté (MG)";"-";"-";"-";"-";"80";"-";"...";"-";"194";"194";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"204";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Abre Campo (MG)";"-";"-";"-";"-";"135";"-";"...";"-";"5412";"5412";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"Acaiaca (MG)";"-";"-";"-";"-";"24";"-";"...";"-";"5";"5";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
